field,nonempty,total_rows,coverage_pct,unique_nonempty,predominant_type,avg_len_nonempty,example_value,KEEP_candidate
rgrpLabStructAddress_s,10,10,100.0,4,scalar,32.5,"[""5, bd Descartes, Champs-sur-Marne77455 Marne-la-Vallée Cedex 2 – France""]",YES
rgrpLabStructCountry_s,10,10,100.0,3,scalar,3.5,"[""fr""]",YES
rgrpLabStructIdName_fs,10,10,100.0,4,scalar,26.4,"[""302085_FacetSep_Fédération de Recherche Bézout""]",YES
rgrpLabStructId_i,10,10,100.0,4,scalar,5.3,[302085],YES
rgrpLabStructIdrefIdExtUrl_s,10,10,100.0,3,scalar,8.4,,YES
rgrpLabStructIdrefIdExt_s,10,10,100.0,3,scalar,4.2,,YES
rgrpLabStructIsChildOf_fs,10,10,100.0,4,scalar,178.6,"[""302085_Fédération de Recherche Bézout_JoinSep_441569_FacetSep_Centre National de la Recherche Scientifique""]",YES
rgrpLabStructIsParentOf_fs,10,10,100.0,3,scalar,29.0,"[""302085_JoinSep_L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées""]",YES
rgrpLabStructIsniIdExtUrl_s,10,10,100.0,2,scalar,6.4,,YES
rgrpLabStructIsniIdExt_s,10,10,100.0,2,scalar,4.3,,YES
rgrpLabStructNameId_fs,10,10,100.0,4,scalar,31.9,"[""F_AlphaSep_Fédération de Recherche Bézout_FacetSep_302085""]",YES
rgrpLabStructName_fs,10,10,100.0,4,scalar,24.1,"[""F_AlphaSep_Fédération de Recherche Bézout""]",YES
rgrpLabStructName_s,10,10,100.0,4,scalar,18.6,"[""Fédération de Recherche Bézout""]",YES
rgrpLabStructRnsrIdExtUrl_s,10,10,100.0,3,scalar,30.2,"[""https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?PUBLIC=OK&numNatStruct=201220485U""]",YES
rgrpLabStructRnsrIdExt_s,10,10,100.0,3,scalar,5.6,"[""201220485U""]",YES
rgrpLabStructRorIdExtUrl_s,10,10,100.0,2,scalar,6.8,,YES
rgrpLabStructRorIdExt_s,10,10,100.0,2,scalar,5.2,,YES
rgrpLabStructType_s,10,10,100.0,3,scalar,11.0,"[""regrouplaboratory""]",YES
rgrpLabStructValid_s,10,10,100.0,4,scalar,4.6,"[""VALID""]",YES
rgrpLabStructWikidataIdExtUrl_s,10,10,100.0,2,scalar,6.5,,YES
rgrpLabStructWikidataIdExt_s,10,10,100.0,2,scalar,3.5,,YES
rteamStructAcronym_s,10,10,100.0,2,scalar,4.2,,YES
rteamStructAddress_s,10,10,100.0,2,scalar,11.4,,YES
rteamStructCountry_s,10,10,100.0,3,scalar,3.0,,YES
rteamStructIdName_fs,10,10,100.0,4,scalar,20.3,,YES
rteamStructId_i,10,10,100.0,4,scalar,5.0,,YES
rteamStructIsChildOf_fs,10,10,100.0,4,scalar,55.3,,YES
rteamStructNameId_fs,10,10,100.0,4,scalar,25.8,,YES
rteamStructName_fs,10,10,100.0,4,scalar,17.8,,YES
rteamStructName_s,10,10,100.0,4,scalar,12.3,,YES
rteamStructType_s,10,10,100.0,3,scalar,8.0,,YES
rteamStructValid_s,10,10,100.0,4,scalar,4.7,,YES
selfArchiving_bool,10,10,100.0,2,scalar,4.5,False,YES
serie_s,10,10,100.0,2,scalar,4.1,,YES
sid_i,10,10,100.0,4,scalar,1.5,1,YES
status_i,10,10,100.0,1,scalar,2.0,11,YES
structAcronym_s,10,10,100.0,10,list,108.6,"[""IRMA"", ""UNISTRA"", ""CNRS"", ""LAMA"", ""UPEM"", ""BEZOUT"", ""CNRS"", ""UPEC UP12"", ""CNRS""]",YES
structAddress_s,10,10,100.0,10,list,918.6,"[""7 rue René-Descartes, 67084 Strasbourg Cedex, France"", ""4 rue Blaise Pascal - CS 90032 - 67081 Strasbourg cedex"", ""Université Paris-Est Créteil LAMA UMR CNRS 8050 UFR des Sciences et TechnologieBâtiment P3 - 4ème étage -61, avenue du Général de Gaulle 94010 Créteil Cedex"", ""5 boulevard Descartes - Champs-sur-Marne - 77454 Marne-la-Vallée Cedex 2"", ""5, bd Descartes, Champs-sur-Marne77455 Marne-la-Vallée Cedex 2 – France"", ""61 avenue du Général de Gaulle - 94010 Créteil cedex""]",YES
structCode_s,10,10,100.0,9,list,82.9,"[""UMR7501"", ""UMR7501"", ""FR3522"", ""FR3522"", ""UMR8050"", ""UMR8050"", ""UMR8050"", ""UMR8050""]",YES
structCountry_s,10,10,100.0,9,list,68.8,"[""fr"", ""fr"", ""fr"", ""fr"", ""fr"", ""fr"", ""fr"", ""fr"", ""fr""]",YES
structHasAlphaAuthIdHalPersonid_fs,10,10,100.0,10,list,3841.4,"[""B_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_yann-bugeaud_FacetSep_748461_FacetSep_Bugeaud Yann"", ""B_AlphaSep_199013_FacetSep_Université de Strasbourg_JoinSep_yann-bugeaud_FacetSep_748461_FacetSep_Bugeaud Yann"", ""B_AlphaSep_441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_yann-bugeaud_FacetSep_748461_FacetSep_Bugeaud Yann"", ""L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_301243_FacetSep_Université Paris-Est Marne-la-Vallée_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_302085_FacetSep_Fédération de Recherche Bézout_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_420786_FacetSep_Université Paris-Est Créteil Val-de-Marne - Paris 12_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin""]",YES
structHasAlphaAuthIdHal_fs,10,10,100.0,10,list,3412.4,"[""B_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_yann-bugeaud_FacetSep_Bugeaud Yann"", ""B_AlphaSep_199013_FacetSep_Université de Strasbourg_JoinSep_yann-bugeaud_FacetSep_Bugeaud Yann"", ""B_AlphaSep_441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_yann-bugeaud_FacetSep_Bugeaud Yann"", ""L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep__FacetSep_Liao Lingmin"", ""L_AlphaSep_301243_FacetSep_Université Paris-Est Marne-la-Vallée_JoinSep__FacetSep_Liao Lingmin"", ""L_AlphaSep_302085_FacetSep_Fédération de Recherche Bézout_JoinSep__FacetSep_Liao Lingmin"", ""L_AlphaSep_441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep__FacetSep_Liao Lingmin"", ""L_AlphaSep_420786_FacetSep_Université Paris-Est Créteil Val-de-Marne - Paris 12_JoinSep__FacetSep_Liao Lingmin"", ""L_AlphaSep_441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep__FacetSep_Liao Lingmin""]",YES
structHasAlphaAuthId_fs,10,10,100.0,10,list,3553.2,"[""B_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_18010-748461_FacetSep_Bugeaud Yann"", ""B_AlphaSep_199013_FacetSep_Université de Strasbourg_JoinSep_18010-748461_FacetSep_Bugeaud Yann"", ""B_AlphaSep_441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_18010-748461_FacetSep_Bugeaud Yann"", ""L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep_301903-888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_301243_FacetSep_Université Paris-Est Marne-la-Vallée_JoinSep_301903-888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_302085_FacetSep_Fédération de Recherche Bézout_JoinSep_301903-888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_301903-888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_420786_FacetSep_Université Paris-Est Créteil Val-de-Marne - Paris 12_JoinSep_301903-888942_FacetSep_Liao Lingmin"", ""L_AlphaSep_441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_301903-888942_FacetSep_Liao Lingmin""]",YES
structHasAuthIdHalPersonid_s,10,10,100.0,10,list,3493.8,"[""93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_yann-bugeaud_FacetSep_748461_FacetSep_Bugeaud Yann"", ""199013_FacetSep_Université de Strasbourg_JoinSep_yann-bugeaud_FacetSep_748461_FacetSep_Bugeaud Yann"", ""441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_yann-bugeaud_FacetSep_748461_FacetSep_Bugeaud Yann"", ""29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""301243_FacetSep_Université Paris-Est Marne-la-Vallée_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""302085_FacetSep_Fédération de Recherche Bézout_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""420786_FacetSep_Université Paris-Est Créteil Val-de-Marne - Paris 12_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin"", ""441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin""]",YES
structHasAuthIdHal_fs,10,10,100.0,10,list,3056.6,"[""93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_yann-bugeaud_FacetSep_Bugeaud Yann"", ""199013_FacetSep_Université de Strasbourg_JoinSep_yann-bugeaud_FacetSep_Bugeaud Yann"", ""441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_yann-bugeaud_FacetSep_Bugeaud Yann"", ""29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep__FacetSep_Liao Lingmin"", ""301243_FacetSep_Université Paris-Est Marne-la-Vallée_JoinSep__FacetSep_Liao Lingmin"", ""302085_FacetSep_Fédération de Recherche Bézout_JoinSep__FacetSep_Liao Lingmin"", ""441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep__FacetSep_Liao Lingmin"", ""420786_FacetSep_Université Paris-Est Créteil Val-de-Marne - Paris 12_JoinSep__FacetSep_Liao Lingmin"", ""441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep__FacetSep_Liao Lingmin""]",YES
structHasAuthId_fs,10,10,100.0,10,list,3205.6,"[""93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_18010-748461_FacetSep_Yann Bugeaud"", ""199013_FacetSep_Université de Strasbourg_JoinSep_18010-748461_FacetSep_Yann Bugeaud"", ""441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_18010-748461_FacetSep_Yann Bugeaud"", ""29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep_301903-888942_FacetSep_Lingmin Liao"", ""301243_FacetSep_Université Paris-Est Marne-la-Vallée_JoinSep_301903-888942_FacetSep_Lingmin Liao"", ""302085_FacetSep_Fédération de Recherche Bézout_JoinSep_301903-888942_FacetSep_Lingmin Liao"", ""441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_301903-888942_FacetSep_Lingmin Liao"", ""420786_FacetSep_Université Paris-Est Créteil Val-de-Marne - Paris 12_JoinSep_301903-888942_FacetSep_Lingmin Liao"", ""441569_FacetSep_Centre National de la Recherche Scientifique_JoinSep_301903-888942_FacetSep_Lingmin Liao""]",YES
structIdName_fs,10,10,100.0,10,list,1037.9,"[""93707_FacetSep_Institut de Recherche Mathématique Avancée"", ""199013_FacetSep_Université de Strasbourg"", ""441569_FacetSep_Centre National de la Recherche Scientifique"", ""29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées"", ""301243_FacetSep_Université Paris-Est Marne-la-Vallée"", ""302085_FacetSep_Fédération de Recherche Bézout"", ""441569_FacetSep_Centre National de la Recherche Scientifique"", ""420786_FacetSep_Université Paris-Est Créteil Val-de-Marne - Paris 12"", ""441569_FacetSep_Centre National de la Recherche Scientifique""]",YES
structId_i,10,10,100.0,10,list,133.9,"[93707, 199013, 441569, 29, 301243, 302085, 441569, 420786, 441569]",YES
structIdrefIdExtUrl_s,10,10,100.0,10,list,334.0,"[""https://www.idref.fr/026571641"", ""https://www.idref.fr/131056549"", ""https://www.idref.fr/02636817X"", ""https://www.idref.fr/140519378"", ""https://www.idref.fr/030820499"", ""https://www.idref.fr/02636817X"", ""https://www.idref.fr/028021037"", ""https://www.idref.fr/02636817X""]",YES
structIdrefIdExt_s,10,10,100.0,10,list,113.5,"[""026571641"", ""131056549"", ""02636817X"", ""140519378"", ""030820499"", ""02636817X"", ""028021037"", ""02636817X""]",YES
structIsChildOf_fs,10,10,100.0,10,list,2594.0,"[""93707_laboratory_JoinSep_199013_FacetSep_Université de Strasbourg"", ""93707_Institut de Recherche Mathématique Avancée_JoinSep_199013_FacetSep_Université de Strasbourg"", ""93707_laboratory_JoinSep_441569_FacetSep_Centre National de la Recherche Scientifique"", ""93707_Institut de Recherche Mathématique Avancée_JoinSep_441569_FacetSep_Centre National de la Recherche Scientifique"", ""29_laboratory_JoinSep_301243_FacetSep_Université Paris-Est Marne-la-Vallée"", ""29_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep_301243_FacetSep_Université Paris-Est Marne-la-Vallée"", ""29_laboratory_JoinSep_302085_FacetSep_Fédération de Recherche Bézout"", ""29_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep_302085_FacetSep_Fédération de Recherche Bézout"", ""302085_regrouplaboratory_JoinSep_441569_FacetSep_Centre National de la Recherche Scientifique"", ""302085_Fédération de Recherche Bézout_JoinSep_441569_FacetSep_Centre National de la Recherche Scientifique"", ""29_laboratory_JoinSep_420786_FacetSep_Université Paris-Est Créteil Val-de-Marne - Paris 12"", ""29_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep_420786_FacetSep_Université Paris-Est Créteil Val-de-Marne - Paris 12"", ""29_laboratory_JoinSep_441569_FacetSep_Centre National de la Recherche Scientifique"", ""29_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep_441569_FacetSep_Centre National de la Recherche Scientifique""]",YES
structIsParentOfType_fs,10,10,100.0,10,list,1257.9,"[""199013_JoinSep_laboratory_I_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée"", ""441569_JoinSep_laboratory_I_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée"", ""301243_JoinSep_laboratory_L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées"", ""302085_JoinSep_laboratory_L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées"", ""441569_JoinSep_regrouplaboratory_F_AlphaSep_302085_FacetSep_Fédération de Recherche Bézout"", ""420786_JoinSep_laboratory_L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées"", ""441569_JoinSep_laboratory_L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées""]",YES
structIsParentOf_fs,10,10,100.0,10,list,1103.1,"[""199013_JoinSep_I_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée"", ""441569_JoinSep_I_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée"", ""301243_JoinSep_L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées"", ""302085_JoinSep_L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées"", ""441569_JoinSep_F_AlphaSep_302085_FacetSep_Fédération de Recherche Bézout"", ""420786_JoinSep_L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées"", ""441569_JoinSep_L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées""]",YES
structIsniIdExtUrl_s,10,10,100.0,10,list,311.8,"[""http://isni.org/isni/0000000121732313"", ""http://isni.org/isni/0000000122597504"", ""http://isni.org/isni/0000000115124813"", ""http://isni.org/isni/0000000122597504"", ""http://isni.org/isni/0000000121497878"", ""http://isni.org/isni/0000000122597504""]",YES
structIsniIdExt_s,10,10,100.0,10,list,145.9,"[""0000000121732313"", ""0000000122597504"", ""0000000115124813"", ""0000000122597504"", ""0000000121497878"", ""0000000122597504""]",YES
structNameId_fs,10,10,100.0,10,list,1232.6,"[""I_AlphaSep_Institut de Recherche Mathématique Avancée_FacetSep_93707"", ""U_AlphaSep_Université de Strasbourg_FacetSep_199013"", ""C_AlphaSep_Centre National de la Recherche Scientifique_FacetSep_441569"", ""L_AlphaSep_Laboratoire d'Analyse et de Mathématiques Appliquées_FacetSep_29"", ""U_AlphaSep_Université Paris-Est Marne-la-Vallée_FacetSep_301243"", ""F_AlphaSep_Fédération de Recherche Bézout_FacetSep_302085"", ""C_AlphaSep_Centre National de la Recherche Scientifique_FacetSep_441569"", ""U_AlphaSep_Université Paris-Est Créteil Val-de-Marne - Paris 12_FacetSep_420786"", ""C_AlphaSep_Centre National de la Recherche Scientifique_FacetSep_441569""]",YES
structName_fs,10,10,100.0,10,list,955.1,"[""I_AlphaSep_Institut de Recherche Mathématique Avancée"", ""U_AlphaSep_Université de Strasbourg"", ""C_AlphaSep_Centre National de la Recherche Scientifique"", ""L_AlphaSep_Laboratoire d'Analyse et de Mathématiques Appliquées"", ""U_AlphaSep_Université Paris-Est Marne-la-Vallée"", ""F_AlphaSep_Fédération de Recherche Bézout"", ""C_AlphaSep_Centre National de la Recherche Scientifique"", ""U_AlphaSep_Université Paris-Est Créteil Val-de-Marne - Paris 12"", ""C_AlphaSep_Centre National de la Recherche Scientifique""]",YES
structName_s,10,10,100.0,10,list,760.4,"[""Institut de Recherche Mathématique Avancée"", ""Université de Strasbourg"", ""Centre National de la Recherche Scientifique"", ""Laboratoire d'Analyse et de Mathématiques Appliquées"", ""Université Paris-Est Marne-la-Vallée"", ""Fédération de Recherche Bézout"", ""Centre National de la Recherche Scientifique"", ""Université Paris-Est Créteil Val-de-Marne - Paris 12"", ""Centre National de la Recherche Scientifique""]",YES
structPrimaryHasAlphaAuthIdHalPersonid_fs,10,10,100.0,10,list,891.4,"[""B_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_yann-bugeaud_FacetSep_748461_FacetSep_Bugeaud Yann"", ""L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep__FacetSep_888942_FacetSep_Liao Lingmin""]",YES
structPrimaryHasAlphaAuthIdHal_fs,10,10,100.0,10,list,790.8,"[""B_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_yann-bugeaud_FacetSep_Bugeaud Yann"", ""L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep__FacetSep_Liao Lingmin""]",YES
structPrimaryHasAlphaAuthId_fs,10,10,100.0,10,list,833.9,"[""B_AlphaSep_93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_18010-748461_FacetSep_Bugeaud Yann"", ""L_AlphaSep_29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep_301903-888942_FacetSep_Liao Lingmin""]",YES
structPrimaryHasAuthIdHal_fs,10,10,100.0,10,list,707.2,"[""93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_yann-bugeaud_FacetSep_Bugeaud Yann"", ""29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep__FacetSep_Liao Lingmin""]",YES
structPrimaryHasAuthId_fs,10,10,100.0,10,list,750.3,"[""93707_FacetSep_Institut de Recherche Mathématique Avancée_JoinSep_18010-748461_FacetSep_Yann Bugeaud"", ""29_FacetSep_Laboratoire d'Analyse et de Mathématiques Appliquées_JoinSep_301903-888942_FacetSep_Lingmin Liao""]",YES
structRnsrIdExtUrl_s,10,10,100.0,8,list,195.9,"[""https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?PUBLIC=OK&numNatStruct=199212569B"", ""https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?PUBLIC=OK&numNatStruct=200212718V"", ""https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?PUBLIC=OK&numNatStruct=201220485U""]",YES
structRnsrIdExt_s,10,10,100.0,8,list,23.7,"[""199212569B"", ""200212718V"", ""201220485U""]",YES
structRorIdExtUrl_s,10,10,100.0,10,list,531.2,"[""https://ror.org/https://ror.org/02hwgty18"", ""https://ror.org/https://ror.org/00pg6eq24"", ""https://ror.org/https://ror.org/02feahw73"", ""https://ror.org/https://ror.org/02aqt9c37"", ""https://ror.org/https://ror.org/02feahw73"", ""https://ror.org/https://ror.org/05ggc9x40"", ""https://ror.org/https://ror.org/02feahw73""]",YES
structRorIdExt_s,10,10,100.0,10,list,332.8,"[""https://ror.org/02hwgty18"", ""https://ror.org/00pg6eq24"", ""https://ror.org/02feahw73"", ""https://ror.org/02aqt9c37"", ""https://ror.org/02feahw73"", ""https://ror.org/05ggc9x40"", ""https://ror.org/02feahw73""]",YES
structType_s,10,10,100.0,10,list,252.9,"[""laboratory"", ""institution"", ""regroupinstitution"", ""laboratory"", ""institution"", ""regrouplaboratory"", ""regroupinstitution"", ""institution"", ""regroupinstitution""]",YES
structValid_s,10,10,100.0,10,list,112.6,"[""VALID"", ""VALID"", ""VALID"", ""OLD"", ""OLD"", ""VALID"", ""VALID"", ""VALID"", ""VALID""]",YES
structWikidataIdExtUrl_s,10,10,100.0,7,list,75.9,"[""https://www.wikidata.org/wiki/Q3152101""]",YES
structWikidataIdExt_s,10,10,100.0,7,list,18.9,"[""Q3152101""]",YES
subTitle_s,10,10,100.0,2,scalar,7.0,,YES
submitType_s,10,10,100.0,2,scalar,4.6,file,YES
submittedDateD_i,10,10,100.0,7,scalar,1.6,4,YES
submittedDateM_i,10,10,100.0,1,scalar,1.0,6,YES
submittedDateY_i,10,10,100.0,1,scalar,4.0,2014,YES
submittedDate_s,10,10,100.0,10,scalar,19.0,2014-06-04 13:36:40,YES
submittedDate_tdate,10,10,100.0,10,scalar,20.0,2014-06-04T13:36:40Z,YES
thumbId_i,10,10,100.0,8,scalar,5.2,5209081,YES
title_s,10,10,100.0,10,list,83.3,"[""Uniform Diophantine approximation related to $b$-ary and $\\beta$-expansions""]",YES
uri_s,10,10,100.0,10,scalar,36.1,https://hal.science/hal-00975111v3,YES
version_i,10,10,100.0,2,scalar,1.0,3,YES
volume_s,10,10,100.0,7,scalar,2.6,36,YES
writingDateD_i,10,10,100.0,3,scalar,3.1,,YES
writingDateM_i,10,10,100.0,4,scalar,3.0,,YES
writingDateY_i,10,10,100.0,3,scalar,3.9,,YES
writingDate_s,10,10,100.0,4,scalar,4.2,,YES
writingDate_tdate,10,10,100.0,4,scalar,8.1,,YES
